purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status
PO0000332,SUP0023,WH008,2026-03-23,2026-04-01,2026-04-01,Delivered
PO0000333,SUP0054,WH005,2026-05-10,2026-05-22,2026-05-27,Delivered
PO0000334,SUP0068,WH003,2026-04-05,2026-04-07,2026-04-08,Delivered
PO0000335,SUP0049,WH005,2026-02-20,2026-02-22,2026-02-22,Delivered
PO0000336,SUP0035,WH004,2025-08-14,2025-08-22,2025-08-22,Delivered
PO0000337,SUP0045,WH010,2025-06-10,2025-06-24,2025-06-25,Delivered
PO0000338,SUP0027,WH004,2026-07-15,2026-07-23,2026-07-23,Delivered
PO0000339,SUP0049,WH005,2025-08-02,2025-08-07,2025-08-08,Delivered
PO0000340,SUP0055,WH001,2025-11-30,2025-12-10,2025-12-11,Delivered
PO0000341,SUP0034,WH002,2026-06-20,2026-07-02,2026-07-02,Delivered
PO0000342,SUP0073,WH003,2026-04-02,2026-04-04,2026-04-04,Delivered
PO0000343,SUP0003,WH007,2025-02-04,2025-02-17,2025-02-17,Delivered
PO0000344,SUP0092,WH003,2025-12-03,2025-12-16,2025-12-17,Delivered
PO0000345,SUP0077,WH001,2026-02-23,2026-03-08,2026-03-08,Delivered
PO0000346,SUP0016,WH001,2025-03-23,2025-03-28,2025-03-31,Delivered
PO0000347,SUP0072,WH003,2026-04-20,2026-04-24,2026-04-29,Delivered
PO0000348,SUP0020,WH005,2025-09-02,2025-09-07,2025-09-09,Delivered
PO0000349,SUP0077,WH007,2025-12-02,2025-12-07,2025-12-10,Delivered
PO0000350,SUP0042,WH005,2026-04-20,2026-05-01,2026-05-04,Delivered
PO0000351,SUP0053,WH003,2025-01-13,2025-01-22,2025-01-22,Delivered
PO0000352,SUP0042,WH003,2026-02-24,2026-02-28,2026-03-03,Delivered
PO0000353,SUP0073,WH002,2025-04-17,2025-04-20,2025-04-20,Cancelled
PO0000354,SUP0090,WH009,2025-04-26,2025-05-01,2025-05-04,Delivered
PO0000355,SUP0091,WH002,2025-12-18,2025-12-31,2025-12-31,Cancelled
PO0000356,SUP0024,WH006,2025-10-11,2025-10-23,2025-10-25,Delivered
PO0000357,SUP0031,WH001,2025-10-12,2025-10-19,2025-10-19,Delivered
PO0000358,SUP0066,WH010,2026-02-07,2026-02-10,2026-02-10,Delivered
PO0000359,SUP0059,WH002,2025-08-07,2025-08-13,2025-08-13,Delivered
PO0000360,SUP0046,WH008,2025-11-24,2025-12-08,2025-12-13,Delivered
PO0000361,SUP0083,WH001,2025-04-22,2025-04-25,2025-04-28,Delivered
PO0000362,SUP0037,WH010,2025-11-11,2025-11-19,2025-11-21,Delivered
PO0000363,SUP0097,WH005,2026-05-06,2026-05-10,2026-05-10,Delivered
PO0000364,SUP0039,WH009,2025-05-12,2025-05-25,2025-05-27,Delivered
PO0000365,SUP0017,WH005,2025-03-14,2025-03-28,2025-03-28,Delivered
PO0000366,SUP0072,WH001,2025-03-02,2025-03-08,2025-03-08,Delivered
PO0000367,SUP0003,WH006,2026-05-08,2026-05-22,2026-05-22,Delivered
PO0000368,SUP0040,WH008,2026-07-24,2026-07-26,2026-07-26,Delivered
PO0000369,SUP0089,WH005,2026-07-03,2026-07-08,2026-07-08,Delivered
PO0000370,SUP0005,WH001,2025-06-14,2025-06-17,2025-06-18,Delivered
PO0000371,SUP0081,WH008,2025-07-22,2025-07-30,2025-08-04,Delivered
PO0000372,SUP0013,WH009,2025-10-12,2025-10-20,2025-10-23,Delivered
PO0000373,SUP0031,WH007,2025-11-23,2025-12-03,2025-12-04,Delivered
PO0000374,SUP0094,WH010,2026-01-02,2026-01-08,2026-01-08,Delivered
PO0000375,SUP0015,WH001,2026-01-25,2026-02-08,2026-02-08,Delivered
PO0000376,SUP0065,WH001,2025-06-27,2025-07-09,2025-07-10,Delivered
PO0000377,SUP0072,WH004,2026-06-08,2026-06-18,2026-06-26,Delivered
PO0000378,SUP0030,WH010,2026-01-27,2026-01-30,2026-01-30,Delivered
PO0000379,SUP0056,WH009,2026-03-13,2026-03-26,2026-03-26,Delivered
PO0000380,SUP0097,WH006,2025-10-17,2025-10-20,2025-10-20,Delivered
PO0000381,SUP0046,WH004,2025-11-02,2025-11-10,2025-11-12,Delivered
PO0000382,SUP0064,WH005,2025-01-04,2025-01-16,2025-01-16,Delivered
PO0000383,SUP0001,WH001,2026-02-08,2026-02-22,2026-02-22,Delivered
PO0000384,SUP0001,WH004,2025-12-06,2025-12-13,2025-12-13,Delivered
PO0000385,SUP0070,WH003,2025-08-09,2025-08-11,2025-08-11,Delivered
PO0000386,SUP0088,WH009,2025-12-28,2026-01-01,2026-01-03,Delivered
PO0000387,SUP0096,WH001,2025-01-07,2025-01-10,2025-01-13,Delivered
PO0000388,SUP0019,WH005,2025-04-23,2025-05-04,2025-05-04,Delivered
PO0000389,SUP0028,WH001,2025-12-31,2026-01-09,2026-01-10,Delivered
PO0000390,SUP0089,WH008,2025-10-15,2025-10-29,2025-10-29,Delivered
PO0000391,SUP0097,WH007,2026-06-21,2026-06-23,2026-06-23,Delivered
PO0000392,SUP0099,WH005,2025-11-19,2025-11-29,2025-11-29,Cancelled
PO0000393,SUP0026,WH004,2025-08-25,2025-08-31,2025-09-01,Delivered
PO0000394,SUP0025,WH008,2025-06-04,2025-06-08,2025-06-09,Delivered
PO0000395,SUP0049,WH003,2026-03-30,2026-04-13,2026-04-13,Delivered
PO0000396,SUP0016,WH006,2025-11-25,2025-12-09,2025-12-09,Delivered
PO0000397,SUP0100,WH010,2025-12-22,2025-12-24,2025-12-24,Delivered
PO0000398,SUP0025,WH002,2026-07-31,2026-08-06,2026-08-06,Delivered
PO0000399,SUP0001,WH007,2025-01-03,2025-01-12,2025-01-13,Delivered
PO0000400,SUP0087,WH005,2026-04-24,2026-05-08,2026-05-09,Delivered
PO0000401,SUP0076,WH008,2026-08-20,2026-08-23,2026-08-23,Delivered
PO0000402,SUP0079,WH004,2025-01-30,2025-02-10,2025-02-10,Delivered
PO0000403,SUP0054,WH010,2026-03-07,2026-03-12,2026-03-12,Delivered
PO0000404,SUP0079,WH007,2025-07-03,2025-07-11,2025-07-11,Delivered
PO0000405,SUP0040,WH009,2025-12-24,2025-12-29,2026-01-01,Delivered
PO0000406,SUP0066,WH003,2026-06-05,2026-06-10,2026-06-11,Delivered
PO0000407,SUP0080,WH007,2026-04-30,2026-05-14,2026-05-17,Delivered
PO0000408,SUP0005,WH001,2025-01-16,2025-01-29,2025-01-29,Delivered
PO0000409,SUP0087,WH003,2025-12-27,2025-12-31,2025-12-31,Delivered
PO0000410,SUP0054,WH005,2026-06-14,2026-06-21,2026-06-22,Delivered
PO0000411,SUP0074,WH003,2026-05-09,2026-05-11,2026-05-11,Delivered
PO0000412,SUP0037,WH005,2025-04-07,2025-04-10,2025-04-10,Delivered
PO0000413,SUP0059,WH005,2025-04-11,2025-04-17,2025-04-18,Delivered
PO0000414,SUP0070,WH007,2025-09-14,2025-09-26,2025-09-26,Delivered
PO0000415,SUP0067,WH001,2026-06-22,2026-06-26,2026-06-26,Delivered
PO0000416,SUP0072,WH001,2025-06-29,2025-07-02,2025-07-02,Delivered
PO0000417,SUP0082,WH003,2026-02-03,2026-02-09,2026-02-14,Delivered
PO0000418,SUP0090,WH008,2025-08-18,2025-08-24,2025-08-24,Delivered
PO0000419,SUP0077,WH006,2025-05-31,2025-06-09,2025-06-10,Delivered
PO0000420,SUP0034,WH008,2026-01-09,2026-01-13,2026-01-13,Delivered
PO0000421,SUP0044,WH002,2026-01-01,2026-01-15,2026-01-15,Delivered
PO0000422,SUP0084,WH004,2026-07-30,2026-08-07,2026-08-07,Delivered
PO0000423,SUP0022,WH010,2025-01-21,2025-01-25,2025-01-25,Delivered
PO0000424,SUP0029,WH001,2026-03-25,2026-04-01,2026-04-02,Delivered
PO0000425,SUP0052,WH008,2026-08-19,2026-08-27,,In Transit
PO0000426,SUP0099,WH002,2025-01-10,2025-01-17,2025-01-18,Delivered
PO0000427,SUP0055,WH003,2026-03-07,2026-03-20,2026-03-23,Delivered
PO0000428,SUP0017,WH007,2025-04-07,2025-04-15,2025-04-20,Delivered
PO0000429,SUP0063,WH008,2025-07-10,2025-07-23,2025-07-23,Delivered
PO0000430,SUP0060,WH002,2026-08-26,2026-09-04,,In Transit
PO0000431,SUP0006,WH008,2025-01-07,2025-01-18,2025-01-18,Delivered
PO0000432,SUP0012,WH001,2026-03-14,2026-03-16,2026-03-16,Delivered
PO0000433,SUP0047,WH002,2025-04-20,2025-04-27,2025-04-27,Delivered
PO0000434,SUP0067,WH005,2025-11-23,2025-11-29,2025-11-29,Delivered
PO0000435,SUP0022,WH010,2026-08-01,2026-08-07,2026-08-09,Delivered
PO0000436,SUP0032,WH003,2025-04-06,2025-04-15,2025-04-15,Delivered
PO0000437,SUP0028,WH008,2025-02-15,2025-02-25,2025-03-02,Delivered
PO0000438,SUP0080,WH006,2026-02-06,2026-02-08,2026-02-08,Delivered
PO0000439,SUP0049,WH008,2025-08-22,2025-09-05,2025-09-06,Delivered
PO0000440,SUP0094,WH003,2026-05-08,2026-05-13,2026-05-14,Delivered
PO0000441,SUP0014,WH002,2026-06-05,2026-06-16,2026-06-16,Delivered
PO0000442,SUP0080,WH001,2025-01-13,2025-01-23,2025-01-28,Delivered
PO0000443,SUP0063,WH010,2026-04-02,2026-04-08,2026-04-09,Cancelled
PO0000444,SUP0001,WH002,2025-02-11,2025-02-23,2025-02-23,Delivered
PO0000445,SUP0086,WH001,2025-01-13,2025-01-23,2025-01-23,Delivered
PO0000446,SUP0075,WH005,2025-02-11,2025-02-13,2025-02-13,Delivered
PO0000447,SUP0078,WH006,2025-10-13,2025-10-17,2025-10-17,Cancelled
PO0000448,SUP0070,WH009,2025-11-12,2025-11-14,2025-11-14,Delivered
PO0000449,SUP0036,WH008,2025-01-09,2025-01-18,2025-01-20,Delivered
PO0000450,SUP0040,WH008,2025-01-24,2025-02-03,2025-02-03,Delivered
PO0000451,SUP0007,WH008,2026-07-04,2026-07-09,2026-07-09,Delivered
PO0000452,SUP0078,WH009,2026-08-13,2026-08-26,,In Transit
PO0000453,SUP0050,WH010,2025-10-04,2025-10-17,2025-10-17,Delivered
PO0000454,SUP0067,WH005,2025-04-21,2025-04-29,2025-05-04,Delivered
PO0000455,SUP0086,WH002,2025-05-04,2025-05-14,2025-05-14,Delivered
PO0000456,SUP0047,WH008,2025-10-27,2025-11-10,2025-11-13,Delivered
PO0000457,SUP0046,WH006,2026-07-24,2026-08-04,2026-08-06,Delivered
PO0000458,SUP0050,WH007,2026-01-05,2026-01-15,2026-01-15,Delivered
PO0000459,SUP0022,WH004,2025-03-03,2025-03-17,2025-03-17,Delivered
PO0000460,SUP0068,WH003,2025-03-25,2025-04-05,2025-04-05,Delivered
PO0000461,SUP0045,WH010,2025-12-31,2026-01-13,2026-01-13,Delivered
PO0000462,SUP0067,WH004,2025-07-10,2025-07-13,2025-07-13,Delivered
PO0000463,SUP0063,WH008,2025-02-02,2025-02-06,2025-02-11,Delivered
PO0000464,SUP0029,WH007,2026-01-28,2026-02-10,2026-02-11,Delivered
PO0000465,SUP0045,WH003,2025-03-21,2025-03-28,2025-03-28,Delivered
PO0000466,SUP0063,WH001,2025-11-20,2025-11-26,2025-11-26,Delivered
PO0000467,SUP0007,WH010,2025-02-01,2025-02-06,2025-02-06,Delivered
PO0000468,SUP0023,WH007,2026-03-21,2026-03-24,2026-03-24,Delivered
PO0000469,SUP0054,WH006,2026-03-06,2026-03-11,2026-03-13,Delivered
PO0000470,SUP0051,WH006,2025-12-20,2025-12-23,2025-12-25,Delivered
PO0000471,SUP0011,WH005,2026-03-08,2026-03-16,2026-03-16,Delivered
PO0000472,SUP0014,WH002,2025-11-06,2025-11-18,2025-11-18,Delivered
PO0000473,SUP0099,WH009,2025-10-06,2025-10-19,2025-10-20,Delivered
PO0000474,SUP0028,WH006,2025-09-18,2025-09-28,2025-09-29,Delivered
PO0000475,SUP0099,WH006,2025-05-18,2025-05-25,2025-05-27,Delivered
PO0000476,SUP0054,WH009,2026-01-18,2026-01-31,2026-01-31,Delivered
PO0000477,SUP0069,WH004,2026-02-07,2026-02-13,2026-02-13,Delivered
PO0000478,SUP0021,WH008,2026-06-18,2026-06-22,2026-06-22,Delivered
PO0000479,SUP0033,WH008,2026-06-05,2026-06-12,2026-06-14,Delivered
PO0000480,SUP0074,WH008,2026-04-29,2026-05-12,2026-05-13,Cancelled
PO0000481,SUP0047,WH004,2026-04-17,2026-04-27,2026-04-27,Delivered
PO0000482,SUP0076,WH009,2025-09-19,2025-09-25,2025-09-25,Delivered
PO0000483,SUP0063,WH006,2026-07-31,2026-08-13,2026-08-13,Delivered
PO0000484,SUP0067,WH008,2026-08-23,2026-08-31,,In Transit
PO0000485,SUP0092,WH003,2025-08-16,2025-08-23,2025-08-23,Delivered
PO0000486,SUP0006,WH002,2025-05-01,2025-05-06,2025-05-07,Delivered
PO0000487,SUP0019,WH006,2025-11-26,2025-12-07,2025-12-10,Delivered
PO0000488,SUP0048,WH001,2025-05-26,2025-05-30,2025-05-30,Delivered
PO0000489,SUP0045,WH001,2025-05-01,2025-05-05,2025-05-10,Delivered
PO0000490,SUP0034,WH006,2025-12-11,2025-12-19,2025-12-24,Delivered
PO0000491,SUP0044,WH005,2025-08-09,2025-08-23,2025-08-24,Delivered
PO0000492,SUP0020,WH005,2026-06-23,2026-07-07,2026-07-09,Delivered
PO0000493,SUP0086,WH001,2025-07-11,2025-07-20,2025-07-21,Delivered
PO0000494,SUP0060,WH002,2025-05-24,2025-05-29,2025-06-03,Delivered
PO0000495,SUP0048,WH003,2025-09-11,2025-09-23,2025-09-26,Delivered
PO0000496,SUP0071,WH004,2026-05-13,2026-05-25,2026-05-25,Delivered
PO0000497,SUP0009,WH009,2026-02-01,2026-02-15,2026-02-16,Delivered
PO0000498,SUP0029,WH009,2025-04-19,2025-04-22,2025-04-25,Delivered
PO0000499,SUP0049,WH005,2025-01-09,2025-01-11,2025-01-11,Cancelled
PO0000500,SUP0091,WH008,2025-10-14,2025-10-21,2025-10-21,Delivered
PO0000501,SUP0073,WH001,2025-07-12,2025-07-22,2025-07-22,Delivered
PO0000502,SUP0035,WH008,2025-08-07,2025-08-13,2025-08-14,Delivered
PO0000503,SUP0053,WH002,2026-05-01,2026-05-09,2026-05-10,Delivered
PO0000504,SUP0070,WH002,2025-11-26,2025-12-09,2025-12-11,Delivered
PO0000505,SUP0004,WH008,2026-06-06,2026-06-18,2026-06-18,Delivered
PO0000506,SUP0073,WH003,2026-01-03,2026-01-13,2026-01-14,Delivered
PO0000507,SUP0069,WH002,2025-01-12,2025-01-26,2025-01-26,Delivered
PO0000508,SUP0073,WH008,2025-01-09,2025-01-20,2025-01-21,Delivered
PO0000509,SUP0007,WH009,2026-08-25,2026-09-08,,In Transit
PO0000510,SUP0036,WH008,2025-05-01,2025-05-09,2025-05-09,Delivered
PO0000511,SUP0005,WH008,2025-05-31,2025-06-13,2025-06-13,Delivered
PO0000512,SUP0092,WH004,2026-08-26,2026-09-03,,In Transit
PO0000513,SUP0030,WH010,2026-01-02,2026-01-04,2026-01-07,Delivered
PO0000514,SUP0063,WH006,2026-07-11,2026-07-23,2026-07-23,Delivered
PO0000515,SUP0045,WH008,2025-05-26,2025-06-07,2025-06-08,Delivered
PO0000516,SUP0010,WH002,2025-07-01,2025-07-15,2025-07-15,Delivered
PO0000517,SUP0004,WH005,2025-05-12,2025-05-17,2025-05-17,Delivered
PO0000518,SUP0035,WH010,2025-07-11,2025-07-17,2025-07-20,Cancelled
PO0000519,SUP0030,WH004,2026-07-28,2026-08-08,2026-08-08,Delivered
PO0000520,SUP0095,WH008,2025-06-08,2025-06-13,2025-06-14,Delivered
PO0000521,SUP0009,WH004,2026-05-31,2026-06-04,2026-06-09,Delivered
PO0000522,SUP0056,WH007,2025-10-10,2025-10-16,2025-10-16,Delivered
PO0000523,SUP0031,WH002,2026-02-03,2026-02-12,2026-02-12,Delivered
PO0000524,SUP0057,WH003,2025-12-01,2025-12-03,2025-12-03,Delivered
PO0000525,SUP0050,WH004,2025-04-18,2025-04-23,2025-04-26,Delivered
PO0000526,SUP0003,WH007,2026-02-13,2026-02-18,2026-02-23,Delivered
PO0000527,SUP0028,WH002,2026-01-30,2026-02-02,2026-02-07,Delivered
PO0000528,SUP0079,WH008,2025-02-17,2025-02-27,2025-02-28,Delivered
PO0000529,SUP0091,WH007,2025-01-13,2025-01-15,2025-01-16,Delivered
PO0000530,SUP0040,WH007,2026-03-30,2026-04-08,2026-04-10,Delivered
PO0000531,SUP0047,WH002,2026-01-09,2026-01-21,2026-01-21,Delivered
PO0000532,SUP0034,WH010,2025-07-29,2025-08-04,2025-08-05,Delivered
PO0000533,SUP0036,WH008,2025-02-03,2025-02-08,2025-02-09,Delivered
PO0000534,SUP0088,WH001,2026-04-11,2026-04-13,2026-04-13,Delivered
PO0000535,SUP0019,WH004,2025-10-01,2025-10-15,2025-10-18,Delivered
PO0000536,SUP0058,WH007,2026-03-27,2026-03-31,2026-03-31,Delivered
PO0000537,SUP0013,WH001,2026-01-01,2026-01-06,2026-01-06,Delivered
PO0000538,SUP0093,WH004,2026-05-04,2026-05-11,2026-05-12,Delivered
PO0000539,SUP0081,WH006,2025-12-12,2025-12-15,2025-12-15,Delivered
PO0000540,SUP0092,WH008,2025-09-27,2025-10-02,2025-10-02,Cancelled
PO0000541,SUP0018,WH010,2026-03-06,2026-03-12,2026-03-14,Delivered
PO0000542,SUP0054,WH008,2025-11-25,2025-12-09,2025-12-09,Delivered
PO0000543,SUP0098,WH009,2025-09-07,2025-09-13,2025-09-15,Delivered
PO0000544,SUP0088,WH010,2025-11-03,2025-11-07,2025-11-07,Delivered
PO0000545,SUP0036,WH007,2025-06-10,2025-06-12,2025-06-12,Delivered
PO0000546,SUP0060,WH010,2025-12-19,2026-01-01,2026-01-01,Delivered
PO0000547,SUP0005,WH008,2025-11-20,2025-11-24,2025-11-24,Delivered
PO0000548,SUP0085,WH002,2025-10-25,2025-11-04,2025-11-12,Delivered
PO0000549,SUP0054,WH001,2025-03-01,2025-03-15,2025-03-18,Delivered
PO0000550,SUP0062,WH007,2026-03-05,2026-03-09,2026-03-10,Delivered
PO0000551,SUP0050,WH001,2026-02-25,2026-03-11,2026-03-12,Delivered
PO0000552,SUP0059,WH002,2025-03-05,2025-03-16,2025-03-16,Delivered
PO0000553,SUP0008,WH002,2026-05-09,2026-05-19,2026-05-19,Delivered
PO0000554,SUP0083,WH001,2026-02-10,2026-02-16,2026-02-19,Delivered
PO0000555,SUP0089,WH003,2025-02-27,2025-03-12,2025-03-13,Delivered
PO0000556,SUP0062,WH010,2025-06-03,2025-06-09,2025-06-11,Delivered
PO0000557,SUP0017,WH002,2025-02-10,2025-02-24,2025-02-25,Delivered
PO0000558,SUP0086,WH008,2026-07-09,2026-07-12,2026-07-15,Delivered
PO0000559,SUP0009,WH007,2026-02-16,2026-02-19,2026-02-20,Delivered
PO0000560,SUP0042,WH001,2025-02-22,2025-03-07,2025-03-08,Delivered
PO0000561,SUP0013,WH008,2025-07-27,2025-08-06,2025-08-09,Delivered
PO0000562,SUP0073,WH010,2026-04-20,2026-05-04,2026-05-05,Delivered
PO0000563,SUP0098,WH005,2025-08-02,2025-08-09,2025-08-11,Delivered
PO0000564,SUP0092,WH003,2025-02-06,2025-02-16,2025-02-16,Delivered
PO0000565,SUP0014,WH006,2025-11-03,2025-11-15,2025-11-20,Delivered
PO0000566,SUP0062,WH001,2025-07-15,2025-07-21,2025-07-21,Delivered
PO0000567,SUP0070,WH008,2026-08-15,2026-08-19,2026-08-19,Delivered
PO0000568,SUP0041,WH008,2026-01-06,2026-01-14,2026-01-16,Delivered
PO0000569,SUP0014,WH003,2025-05-01,2025-05-10,2025-05-10,Delivered
PO0000570,SUP0006,WH008,2025-07-14,2025-07-21,2025-07-29,Delivered
PO0000571,SUP0061,WH006,2026-05-01,2026-05-13,2026-05-13,Delivered
PO0000572,SUP0090,WH009,2025-05-29,2025-06-05,2025-06-08,Delivered
PO0000573,SUP0025,WH009,2026-01-28,2026-02-03,2026-02-05,Delivered
PO0000574,SUP0065,WH005,2025-03-13,2025-03-18,2025-03-20,Delivered
PO0000575,SUP0058,WH008,2025-11-19,2025-12-03,2025-12-03,Delivered
PO0000576,SUP0077,WH010,2025-01-28,2025-02-07,2025-02-09,Delivered
PO0000577,SUP0003,WH001,2025-08-03,2025-08-17,2025-08-19,Delivered
PO0000578,SUP0045,WH008,2025-12-02,2025-12-04,2025-12-09,Delivered
PO0000579,SUP0056,WH004,2025-02-21,2025-03-05,2025-03-10,Delivered
PO0000580,SUP0005,WH009,2025-01-17,2025-01-19,2025-01-19,Delivered
PO0000581,SUP0056,WH006,2025-11-10,2025-11-14,2025-11-15,Delivered
PO0000582,SUP0004,WH003,2026-06-25,2026-06-29,2026-06-29,Delivered
PO0000583,SUP0093,WH005,2025-11-15,2025-11-19,2025-11-19,Delivered
PO0000584,SUP0037,WH008,2025-07-20,2025-07-23,2025-07-24,Delivered
PO0000585,SUP0037,WH009,2026-08-19,2026-08-24,2026-08-24,Delivered
PO0000586,SUP0036,WH003,2025-11-24,2025-11-28,2025-11-29,Delivered
PO0000587,SUP0064,WH003,2025-04-10,2025-04-13,2025-04-14,Cancelled
PO0000588,SUP0088,WH005,2026-04-10,2026-04-18,2026-04-20,Delivered
PO0000589,SUP0072,WH003,2025-05-01,2025-05-13,2025-05-13,Delivered
PO0000590,SUP0026,WH005,2025-12-27,2026-01-10,2026-01-10,Delivered
PO0000591,SUP0056,WH003,2026-04-25,2026-04-28,2026-04-28,Delivered
PO0000592,SUP0032,WH003,2025-10-08,2025-10-22,2025-10-23,Delivered
PO0000593,SUP0072,WH001,2025-08-15,2025-08-18,2025-08-18,Delivered
PO0000594,SUP0082,WH004,2025-12-14,2025-12-16,2025-12-18,Delivered
PO0000595,SUP0015,WH010,2026-03-29,2026-04-04,2026-04-04,Delivered
PO0000596,SUP0049,WH008,2026-03-11,2026-03-18,2026-03-21,Delivered
PO0000597,SUP0083,WH002,2025-11-18,2025-11-21,2025-11-21,Delivered
PO0000598,SUP0057,WH002,2025-12-04,2025-12-17,2025-12-17,Delivered
PO0000599,SUP0072,WH002,2025-07-16,2025-07-18,2025-07-18,Delivered
PO0000600,SUP0025,WH008,2026-05-04,2026-05-16,2026-05-18,Delivered
PO0000601,SUP0063,WH007,2026-01-15,2026-01-28,2026-01-29,Delivered
PO0000602,SUP0028,WH003,2025-08-03,2025-08-07,2025-08-07,Delivered
PO0000603,SUP0018,WH001,2026-03-26,2026-04-07,2026-04-08,Delivered
PO0000604,SUP0078,WH009,2025-07-11,2025-07-15,2025-07-15,Delivered
PO0000605,SUP0006,WH007,2026-01-21,2026-01-25,2026-01-27,Delivered
PO0000606,SUP0021,WH006,2025-08-24,2025-09-02,2025-09-04,Delivered
PO0000607,SUP0012,WH002,2026-08-09,2026-08-19,2026-08-19,Delivered
PO0000608,SUP0015,WH004,2025-01-20,2025-01-25,2025-01-26,Delivered
PO0000609,SUP0071,WH004,2025-04-04,2025-04-14,2025-04-14,Delivered
PO0000610,SUP0020,WH002,2026-07-04,2026-07-11,2026-07-11,Delivered
PO0000611,SUP0088,WH004,2025-09-03,2025-09-09,2025-09-12,Delivered
PO0000612,SUP0099,WH006,2025-07-03,2025-07-12,2025-07-13,Delivered
PO0000613,SUP0031,WH005,2026-03-20,2026-03-28,2026-03-29,Delivered
PO0000614,SUP0089,WH008,2025-09-09,2025-09-18,2025-09-18,Delivered
PO0000615,SUP0079,WH008,2025-04-12,2025-04-20,2025-04-22,Delivered
PO0000616,SUP0019,WH005,2025-03-01,2025-03-08,2025-03-09,Delivered
PO0000617,SUP0098,WH003,2026-01-06,2026-01-15,2026-01-15,Delivered
PO0000618,SUP0025,WH010,2025-06-21,2025-07-02,2025-07-03,Cancelled
PO0000619,SUP0017,WH004,2025-09-27,2025-10-06,2025-10-06,Delivered
PO0000620,SUP0088,WH010,2025-08-17,2025-08-31,2025-08-31,Delivered
PO0000621,SUP0092,WH003,2025-05-13,2025-05-22,2025-05-23,Delivered
PO0000622,SUP0051,WH002,2026-07-27,2026-08-03,2026-08-03,Delivered
PO0000623,SUP0020,WH008,2026-08-17,2026-08-25,2026-08-25,Delivered
PO0000624,SUP0046,WH004,2026-07-19,2026-07-22,2026-07-22,Delivered
PO0000625,SUP0020,WH009,2025-01-21,2025-01-23,2025-01-23,Delivered
PO0000626,SUP0037,WH002,2025-05-01,2025-05-09,2025-05-09,Delivered
PO0000627,SUP0056,WH002,2026-02-06,2026-02-18,2026-02-18,Delivered
PO0000628,SUP0077,WH007,2025-02-23,2025-03-09,2025-03-09,Delivered
PO0000629,SUP0095,WH003,2026-01-18,2026-01-23,2026-01-25,Delivered
PO0000630,SUP0078,WH005,2026-04-05,2026-04-08,2026-04-08,Delivered
PO0000631,SUP0067,WH007,2025-01-04,2025-01-10,2025-01-13,Delivered
PO0000632,SUP0014,WH010,2026-02-21,2026-02-25,2026-02-25,Delivered
PO0000633,SUP0007,WH004,2026-04-30,2026-05-10,2026-05-12,Delivered
PO0000634,SUP0028,WH005,2025-11-03,2025-11-15,2025-11-15,Delivered
PO0000635,SUP0045,WH010,2025-01-07,2025-01-09,2025-01-10,Delivered
PO0000636,SUP0018,WH004,2025-11-17,2025-11-25,2025-11-25,Delivered
PO0000637,SUP0044,WH007,2026-01-11,2026-01-24,2026-01-24,Delivered
PO0000638,SUP0035,WH001,2025-04-20,2025-04-29,2025-04-29,Delivered
PO0000639,SUP0038,WH010,2025-01-23,2025-02-05,2025-02-05,Cancelled
PO0000640,SUP0068,WH007,2026-04-25,2026-05-05,2026-05-05,Delivered
PO0000641,SUP0060,WH009,2026-01-27,2026-01-31,2026-01-31,Delivered
PO0000642,SUP0071,WH004,2025-06-14,2025-06-17,2025-06-17,Delivered
PO0000643,SUP0035,WH003,2026-05-04,2026-05-09,2026-05-10,Cancelled
PO0000644,SUP0088,WH006,2026-04-08,2026-04-21,2026-04-21,Delivered
PO0000645,SUP0008,WH010,2025-03-25,2025-04-01,2025-04-02,Delivered
PO0000646,SUP0095,WH009,2026-04-30,2026-05-08,2026-05-09,Delivered
PO0000647,SUP0043,WH007,2026-06-28,2026-07-01,2026-07-01,Delivered
PO0000648,SUP0043,WH001,2025-07-27,2025-07-31,2025-08-02,Delivered
PO0000649,SUP0044,WH006,2026-05-09,2026-05-15,2026-05-15,Delivered
PO0000650,SUP0017,WH009,2025-03-31,2025-04-07,2025-04-07,Delivered
PO0000651,SUP0042,WH007,2025-10-20,2025-11-03,2025-11-03,Delivered
PO0000652,SUP0098,WH008,2025-02-26,2025-03-11,2025-03-11,Delivered
PO0000653,SUP0056,WH004,2026-07-03,2026-07-17,2026-07-17,Delivered
PO0000654,SUP0041,WH009,2025-03-18,2025-03-28,2025-03-28,Delivered
PO0000655,SUP0078,WH008,2025-10-12,2025-10-24,2025-10-24,Cancelled
PO0000656,SUP0002,WH007,2025-06-21,2025-06-28,2025-06-28,Delivered
PO0000657,SUP0032,WH005,2025-05-21,2025-05-24,2025-05-24,Delivered
PO0000658,SUP0010,WH001,2025-09-02,2025-09-10,2025-09-13,Delivered
PO0000659,SUP0077,WH003,2025-12-31,2026-01-11,2026-01-11,Delivered
PO0000660,SUP0033,WH008,2026-07-16,2026-07-23,2026-07-24,Delivered
PO0000661,SUP0032,WH003,2026-05-20,2026-05-24,2026-05-24,Delivered
PO0000662,SUP0019,WH001,2025-11-30,2025-12-03,2025-12-03,Delivered
PO0000663,SUP0091,WH007,2025-11-08,2025-11-21,2025-11-21,Delivered
